task_name,component_id,task_schedulable,avg_response_time,max_response_time,component_schedulable
Task_0,Camera_Sensor,1,0,00,0,00,1
Task_1,Camera_Sensor,1,0,00,0,00,1
Task_2,Image_Processor,1,0,00,0,00,1
Task_3,Image_Processor,1,0,00,0,00,1
Task_4,Bitmap_Processor,1,0,00,0,00,1
Task_5,Bitmap_Processor,1,0,00,0,00,1
Task_6,Lidar_Sensor,1,0,00,0,00,1
Task_7,Lidar_Sensor,1,0,00,0,00,1
Task_8,Lidar_Sensor,1,0,00,0,00,1
Task_9,Lidar_Sensor,1,0,00,0,00,1
Task_10,Control_Unit,1,1,49,1,49,1
Task_11,Control_Unit,1,0,00,0,00,1
Task_12,Control_Unit,1,0,00,0,00,1
Task_13,Control_Unit,1,0,00,0,00,1
Task_14,Control_Unit,1,0,00,0,00,1
Task_15,Control_Unit,1,0,00,0,00,1
Task_16,GPS_Sensor,1,0,00,0,00,1
Task_17,GPS_Sensor,1,0,00,0,00,1
Task_18,Communication_Unit,1,0,00,0,00,1
Task_19,Communication_Unit,1,11,72,11,72,1
Task_20,Communication_Unit,1,0,00,0,00,1
Task_21,Communication_Unit,1,1,72,1,72,1
Task_22,Proximity_Sensor,1,0,00,0,00,1
Task_23,Proximity_Sensor,1,0,00,0,00,1
Task_24,Proximity_Sensor,1,0,00,0,00,1
Task_25,Radar_Sensor,1,1,35,1,35,1
Task_26,Radar_Sensor,1,0,00,0,00,1
Task_27,Radar_Sensor,1,0,00,0,00,1
Task_28,Sonar_Sensor,1,0,00,0,00,1
Task_29,Sonar_Sensor,1,0,00,0,00,1
Task_30,Laser_Sensor,1,2,27,3,27,1
Task_31,Laser_Sensor,1,0,00,0,00,1
Task_32,Laser_Sensor,1,0,00,0,00,1
Task_33,Laser_Sensor,1,0,00,0,00,1
Task_34,Infrared_Sensor,1,0,00,0,00,1
Task_35,Infrared_Sensor,1,0,00,0,00,1
Task_36,Infrared_Sensor,1,0,00,0,00,1
Task_37,Ultraviolet_Sensor,1,3,17,3,17,1
Task_38,Ultraviolet_Sensor,1,16,59,16,59,1
Task_39,Ultraviolet_Sensor,1,0,00,0,00,1
Task_40,Ultraviolet_Sensor,1,0,00,0,00,1
Task_41,Ultraviolet_Sensor,1,0,00,0,00,1
Task_42,Ultraviolet_Sensor,1,0,00,0,00,1
Task_43,Ultraviolet_Sensor,1,0,00,0,00,1
Task_44,Ultraviolet_Sensor,1,0,00,0,00,1
Task_45,Thermal_Sensor,1,7,94,7,94,1
Task_46,Thermal_Sensor,1,11,11,11,11,1
Task_47,Thermal_Sensor,1,0,00,0,00,1
Task_48,Thermal_Sensor,1,0,00,0,00,1
Task_49,Pressure_Sensor,1,0,00,0,00,1
Task_50,Pressure_Sensor,1,0,00,0,00,1
Task_51,Pressure_Sensor,1,0,00,0,00,1
Task_52,Humidity_Sensor,1,0,00,0,00,1
Task_53,Humidity_Sensor,1,0,00,0,00,1
Task_54,Temperature_Sensor,1,3,17,3,17,1
Task_55,Temperature_Sensor,1,0,00,0,00,1
Task_56,Temperature_Sensor,1,0,00,0,00,1
Task_57,Temperature_Sensor,1,0,00,0,00,1
Task_58,Light_Sensor,1,0,00,0,00,1
Task_59,Light_Sensor,1,6,69,13,59,1
Task_60,Light_Sensor,1,0,00,0,00,1
