task_name,component_id,task_schedulable,avg_response_time,max_response_time,component_schedulable
Task_0,Camera_Sensor,1,0,00,0,00,1
Task_1,Camera_Sensor,1,6,07,8,57,1
Task_2,Image_Processor,1,0,00,0,00,1
Task_3,Image_Processor,1,0,00,0,00,1
Task_4,Bitmap_Processor,1,5,18,7,68,1
Task_5,Bitmap_Processor,1,0,00,0,00,1
Task_6,Lidar_Sensor,1,7,17,12,67,1
Task_7,Lidar_Sensor,1,0,00,0,00,1
Task_8,Lidar_Sensor,1,0,00,0,00,1
Task_9,Lidar_Sensor,1,8,50,14,00,1
Task_10,Control_Unit,1,2,38,12,00,1
Task_11,Control_Unit,1,4,10,4,33,1
Task_12,Control_Unit,1,6,97,14,67,1
Task_13,Control_Unit,1,16,07,24,67,1
Task_14,Control_Unit,1,16,67,26,00,1
Task_15,Control_Unit,1,27,92,35,67,1
Task_16,GPS_Sensor,1,0,00,0,00,1
Task_17,GPS_Sensor,1,6,31,12,84,1
Task_18,Communication_Unit,1,1,42,2,84,1
Task_19,Communication_Unit,1,2,28,3,68,1
Task_20,Communication_Unit,1,9,68,14,68,1
Task_21,Communication_Unit,1,24,52,41,52,1
Task_22,Proximity_Sensor,1,0,00,0,00,1
Task_23,Proximity_Sensor,1,0,00,0,00,1
Task_24,Proximity_Sensor,1,0,00,0,00,1
Task_25,Radar_Sensor,1,1,45,1,45,1
Task_26,Radar_Sensor,1,0,00,0,00,1
Task_27,Radar_Sensor,1,0,00,0,00,1
Task_28,Sonar_Sensor,1,0,00,0,00,1
Task_29,Sonar_Sensor,1,0,00,0,00,1
Task_30,Laser_Sensor,1,0,00,0,00,1
Task_31,Laser_Sensor,1,4,78,9,08,1
Task_32,Laser_Sensor,1,0,00,0,00,1
Task_33,Laser_Sensor,1,0,00,0,00,1
Task_34,Infrared_Sensor,1,0,00,0,00,1
Task_35,Infrared_Sensor,1,0,00,0,00,1
Task_36,Infrared_Sensor,1,3,00,5,08,1
Task_37,Ultraviolet_Sensor,1,1,47,1,47,1
Task_38,Ultraviolet_Sensor,1,0,00,0,00,1
Task_39,Ultraviolet_Sensor,1,0,00,0,00,1
Task_40,Ultraviolet_Sensor,1,0,00,0,00,1
Task_41,Ultraviolet_Sensor,1,0,00,0,00,1
Task_42,Ultraviolet_Sensor,1,0,00,0,00,1
Task_43,Ultraviolet_Sensor,1,0,00,0,00,1
Task_44,Ultraviolet_Sensor,1,0,00,0,00,1
Task_45,Thermal_Sensor,1,0,00,0,00,1
Task_46,Thermal_Sensor,1,0,00,0,00,1
Task_47,Thermal_Sensor,1,0,00,0,00,1
Task_48,Thermal_Sensor,1,0,00,0,00,1
Task_49,Pressure_Sensor,1,0,00,0,00,1
Task_50,Pressure_Sensor,1,0,00,0,00,1
Task_51,Pressure_Sensor,1,0,00,0,00,1
Task_52,Humidity_Sensor,1,2,04,3,04,1
Task_53,Humidity_Sensor,0,86,04,168,04,0
Task_54,Temperature_Sensor,1,18,49,18,49,1
Task_55,Temperature_Sensor,1,33,68,33,68,1
Task_56,Temperature_Sensor,1,0,00,0,00,1
Task_57,Temperature_Sensor,1,0,00,0,00,1
Task_58,Light_Sensor,1,12,74,22,84,1
Task_59,Light_Sensor,1,0,00,0,00,1
Task_60,Light_Sensor,1,0,00,0,00,1
Task_61,Sound_Sensor,1,0,00,0,00,1
Task_62,Sound_Sensor,1,0,00,0,00,1
Task_63,Vibration_Sensor,1,0,00,0,00,1
Task_64,Vibration_Sensor,1,0,00,0,00,1
Task_65,Motion_Sensor,1,37,37,57,70,1
Task_66,Motion_Sensor,1,0,00,0,00,1
Task_67,Acceleration_Sensor,1,7,98,15,68,1
Task_68,Acceleration_Sensor,1,11,57,18,42,1
Task_69,Acceleration_Sensor,1,0,00,0,00,1
Task_70,Acceleration_Sensor,1,0,00,0,00,1
Task_71,Gyroscope_Sensor,1,2,86,2,86,1
Task_72,Gyroscope_Sensor,1,9,95,9,95,1
Task_73,Gyroscope_Sensor,1,10,90,10,90,1
Task_74,Gyroscope_Sensor,1,0,00,0,00,1
Task_75,Gyroscope_Sensor,1,0,00,0,00,1
Task_76,Gyroscope_Sensor,1,0,00,0,00,1
Task_77,Magnetometer_Sensor,1,3,71,6,95,1
Task_78,Magnetometer_Sensor,1,0,00,0,00,1
Task_79,Compass_Sensor,1,0,00,0,00,1
Task_80,Compass_Sensor,1,0,00,0,00,1
Task_81,Compass_Sensor,1,0,00,0,00,1
Task_82,Compass_Sensor,1,0,00,0,00,1
Task_83,Altimeter_Sensor,1,0,00,0,00,1
Task_84,Altimeter_Sensor,1,0,00,0,00,1
Task_85,Altimeter_Sensor,1,0,00,0,00,1
Task_86,Barometer_Sensor,1,0,00,0,00,1
Task_87,Barometer_Sensor,1,0,00,0,00,1
Task_88,Barometer_Sensor,1,0,00,0,00,1
Task_89,Hygrometer_Sensor,1,12,70,22,80,1
Task_90,Hygrometer_Sensor,1,0,00,0,00,1
Task_91,Anemometer_Sensor,1,0,00,0,00,1
Task_92,Anemometer_Sensor,1,0,00,0,00,1
Task_93,Anemometer_Sensor,1,0,00,0,00,1
Task_94,Anemometer_Sensor,1,0,00,0,00,1
